ion wavelength f(oscillating strength) damping
CIV 1548.204 0.189900 2.642E8
CIV 1550.77755 0.094750 2.628E8
NV 1238.821 0.1560 3.391e8
NV 1242.804 0.0770 3.356e8
SiIII 1206.500 1.63000 2.48e9
SiIV 1393.76018 0.513 8.80e8
SiIV 1402.77291 0.254 8.62e8
